document_number,title,type,publication_date,abstract,agency_names,agencies_full,html_url,pdf_url,public_inspection_pdf_url,source,text,has_abstract,title_length,abstract_length,agency_count,policy_stage,industry_tags,states,policy_stage_score,industry_score,text_score,geography_score,opportunity_score
2026-06179,"Submission for OMB Review; TANF Financial Report, ACF-196T",Notice,2026-03-31,"The Administration for Children and Families (ACF) is requesting a 3-year extension of the Temporary Assistance for Needy Families (TANF) Financial Report, Form ACF-196T (Office of Management and Budget (OMB) #: 0970-0345, expiration date: March 31, 2026. ACF is not proposing updates to the form but is proposing significant updates to streamline and improve the instructions. While the substance of the instructions remains the same, they are easier to read, with review time reduced by an estimated 33 percent.","Health and Human Services Department, Children and Families Administration","[{""raw_name"": ""DEPARTMENT OF HEALTH AND HUMAN SERVICES"", ""name"": ""Health and Human Services Department"", ""id"": 221, ""url"": ""https://www.federalregister.gov/agencies/health-and-human-services-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/221"", ""parent_id"": null, ""slug"": ""health-and-human-services-department""}, {""raw_name"": ""Administration for Children and Families"", ""name"": ""Children and Families Administration"", ""id"": 49, ""url"": ""https://www.federalregister.gov/agencies/children-and-families-administration"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/49"", ""parent_id"": 221, ""slug"": ""children-and-families-administration""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06179/submission-for-omb-review-tanf-financial-report-acf-196t,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06179.pdf,https://public-inspection.federalregister.gov/2026-06179.pdf?1774874715,federal_register,"Submission for OMB Review; TANF Financial Report, ACF-196T The Administration for Children and Families (ACF) is requesting a 3-year extension of the Temporary Assistance for Needy Families (TANF) Financial Report, Form ACF-196T (Office of Management and Budget (OMB) #: 0970-0345, expiration date: March 31, 2026. ACF is not proposing updates to the form but is proposing significant updates to streamline and improve the instructions. While the substance of the instructions remains the same, they are easier to read, with review time reduced by an estimated 33 percent.",True,58,513,2,Notice,[],[],1,0,2,0,3
2026-06188,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Black Lung Clinics Program Performance Measures, OMB No. 0915-0292-Revision",Notice,2026-03-31,"In compliance with the requirement for opportunity for public comment on proposed data collection projects of the Paperwork Reduction Act of 1995, HRSA announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). Prior to submitting the ICR to OMB, HRSA seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR.","Health and Human Services Department, Health Resources and Services Administration","[{""raw_name"": ""DEPARTMENT OF HEALTH AND HUMAN SERVICES"", ""name"": ""Health and Human Services Department"", ""id"": 221, ""url"": ""https://www.federalregister.gov/agencies/health-and-human-services-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/221"", ""parent_id"": null, ""slug"": ""health-and-human-services-department""}, {""raw_name"": ""Health Resources and Services Administration"", ""name"": ""Health Resources and Services Administration"", ""id"": 222, ""url"": ""https://www.federalregister.gov/agencies/health-resources-and-services-administration"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/222"", ""parent_id"": 221, ""slug"": ""health-resources-and-services-administration""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06188/agency-information-collection-activities-proposed-collection-public-comment-request-information,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06188.pdf,https://public-inspection.federalregister.gov/2026-06188.pdf?1774874716,federal_register,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Black Lung Clinics Program Performance Measures, OMB No. 0915-0292-Revision In compliance with the requirement for opportunity for public comment on proposed data collection projects of the Paperwork Reduction Act of 1995, HRSA announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). Prior to submitting the ICR to OMB, HRSA seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR.",True,200,423,2,Notice,[],[],1,0,1,0,2
2026-06146,Center for Scientific Review; Notice of Closed Meetings,Notice,2026-03-31,,"Health and Human Services Department, National Institutes of Health","[{""raw_name"": ""DEPARTMENT OF HEALTH AND HUMAN SERVICES"", ""name"": ""Health and Human Services Department"", ""id"": 221, ""url"": ""https://www.federalregister.gov/agencies/health-and-human-services-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/221"", ""parent_id"": null, ""slug"": ""health-and-human-services-department""}, {""raw_name"": ""National Institutes of Health"", ""name"": ""National Institutes of Health"", ""id"": 353, ""url"": ""https://www.federalregister.gov/agencies/national-institutes-of-health"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/353"", ""parent_id"": 221, ""slug"": ""national-institutes-of-health""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06146/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06146.pdf,https://public-inspection.federalregister.gov/2026-06146.pdf?1774874711,federal_register,Center for Scientific Review; Notice of Closed Meetings ,False,55,0,2,Notice,[],[],1,0,0,0,1
2026-06162,Competitive Postal Products,Notice,2026-03-31,"The Commission is recognizing a recently filed Postal Service document with the Commission concerning time-limited changes in rates of general applicability for Competitive products. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",Postal Regulatory Commission,"[{""raw_name"": ""POSTAL REGULATORY COMMISSION"", ""name"": ""Postal Regulatory Commission"", ""id"": 409, ""url"": ""https://www.federalregister.gov/agencies/postal-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/409"", ""parent_id"": null, ""slug"": ""postal-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06162/competitive-postal-products,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06162.pdf,https://public-inspection.federalregister.gov/2026-06162.pdf?1774874713,federal_register,"Competitive Postal Products The Commission is recognizing a recently filed Postal Service document with the Commission concerning time-limited changes in rates of general applicability for Competitive products. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",True,27,290,1,Notice,[],[],1,0,1,0,2
2026-06183,New Postal Products,Notice,2026-03-31,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",Postal Regulatory Commission,"[{""raw_name"": ""POSTAL REGULATORY COMMISSION"", ""name"": ""Postal Regulatory Commission"", ""id"": 409, ""url"": ""https://www.federalregister.gov/agencies/postal-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/409"", ""parent_id"": null, ""slug"": ""postal-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06183/new-postal-products,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06183.pdf,https://public-inspection.federalregister.gov/2026-06183.pdf?1774874715,federal_register,"New Postal Products The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",True,19,243,1,Notice,[],[],1,0,1,0,2
2026-06150,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service",Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06150/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06150.pdf,https://public-inspection.federalregister.gov/2026-06150.pdf?1774874712,federal_register,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service ",False,166,0,1,Notice,[],[],1,0,0,0,1
2026-06155,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Modify the NYSE Arca Options Fee Schedule Regarding Certain Fees and Rebates Applicable to Non-Customers and Floor Brokers",Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06155/self-regulatory-organizations-nyse-arca-inc-notice-of-filing-and-immediate-effectiveness-of-a,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06155.pdf,https://public-inspection.federalregister.gov/2026-06155.pdf?1774874713,federal_register,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Modify the NYSE Arca Options Fee Schedule Regarding Certain Fees and Rebates Applicable to Non-Customers and Floor Brokers ",False,244,0,1,Notice,[],[],1,0,0,0,1
2026-06229,Performance-Based Investment Advisory Fees,Proposed Rule,2026-03-31,"The Securities and Exchange Commission (the ""Commission"") intends to issue an order that would adjust for inflation dollar amount thresholds in the rule under the Investment Advisers Act of 1940 that permits investment advisers to charge performance-based fees to ""qualified clients."" Under that rule, an investment adviser may charge performance-based fees if a ""qualified client"" has a certain minimum net worth or minimum dollar amount of assets under the management of the adviser. The Commission's order would increase, to reflect inflation, the minimum net worth that a ""qualified client"" must have under the rule. The order would also increase, to reflect inflation, the minimum dollar amount of assets under management.",Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06229/performance-based-investment-advisory-fees,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06229.pdf,https://public-inspection.federalregister.gov/2026-06229.pdf?1774874720,federal_register,"Performance-Based Investment Advisory Fees The Securities and Exchange Commission (the ""Commission"") intends to issue an order that would adjust for inflation dollar amount thresholds in the rule under the Investment Advisers Act of 1940 that permits investment advisers to charge performance-based fees to ""qualified clients."" Under that rule, an investment adviser may charge performance-based fees if a ""qualified client"" has a certain minimum net worth or minimum dollar amount of assets under the management of the adviser. The Commission's order would increase, to reflect inflation, the minimum net worth that a ""qualified client"" must have under the rule. The order would also increase, to reflect inflation, the minimum dollar amount of assets under management.",True,42,727,1,Proposed Rule,['finance'],[],2,2,2,0,6
2026-06143,Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,Notice,2026-03-31,"Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Semiconductor Devices, Products Containing Same, and Components Thereof, DN 3896; the Commission is soliciting comments on any public interest issues raised by the complaint or complainant's filing pursuant to the Commission's Rules of Practice and Procedure.",International Trade Commission,"[{""raw_name"": ""INTERNATIONAL TRADE COMMISSION"", ""name"": ""International Trade Commission"", ""id"": 262, ""url"": ""https://www.federalregister.gov/agencies/international-trade-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/262"", ""parent_id"": null, ""slug"": ""international-trade-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06143/notice-of-receipt-of-complaint-solicitation-of-comments-relating-to-the-public-interest,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06143.pdf,https://public-inspection.federalregister.gov/2026-06143.pdf?1774874710,federal_register,"Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Semiconductor Devices, Products Containing Same, and Components Thereof, DN 3896; the Commission is soliciting comments on any public interest issues raised by the complaint or complainant's filing pursuant to the Commission's Rules of Practice and Procedure.",True,88,369,1,Notice,[],[],1,0,1,0,2
2026-06142,Agency Information Collection Activities; Alaska Beak Deformity Observations,Notice,2026-03-31,"In accordance with the Paperwork Reduction Act (PRA) of 1995, U.S. Geological Survey (USGS) is proposing to renew an information collection as part of the ongoing research in North American birds. Members of the public provide observation reports of birds with deformities from Alaska and other regions.","Interior Department, Geological Survey","[{""raw_name"": ""DEPARTMENT OF THE INTERIOR"", ""name"": ""Interior Department"", ""id"": 253, ""url"": ""https://www.federalregister.gov/agencies/interior-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/253"", ""parent_id"": null, ""slug"": ""interior-department""}, {""raw_name"": ""Geological Survey"", ""name"": ""Geological Survey"", ""id"": 212, ""url"": ""https://www.federalregister.gov/agencies/geological-survey"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/212"", ""parent_id"": 253, ""slug"": ""geological-survey""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06142/agency-information-collection-activities-alaska-beak-deformity-observations,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06142.pdf,https://public-inspection.federalregister.gov/2026-06142.pdf?1774624514,federal_register,"Agency Information Collection Activities; Alaska Beak Deformity Observations In accordance with the Paperwork Reduction Act (PRA) of 1995, U.S. Geological Survey (USGS) is proposing to renew an information collection as part of the ongoing research in North American birds. Members of the public provide observation reports of birds with deformities from Alaska and other regions.",True,76,303,2,Notice,[],[],1,0,1,0,2
2026-06212,"30-Day Notice of Proposed Information Collection: Technology Security/Clearance Plans, Screening Records, and Non-Disclosure Agreements Pursuant to 22 CFR 126.18",Notice,2026-03-31,The Department of State has submitted the information collection described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995 we are requesting comments on this collection from all interested individuals and organizations. The purpose of this Notice is to allow 30 days for public comment.,State Department,"[{""raw_name"": ""DEPARTMENT OF STATE"", ""name"": ""State Department"", ""id"": 476, ""url"": ""https://www.federalregister.gov/agencies/state-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/476"", ""parent_id"": null, ""slug"": ""state-department""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06212/30-day-notice-of-proposed-information-collection-technology-securityclearance-plans-screening,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06212.pdf,https://public-inspection.federalregister.gov/2026-06212.pdf?1774874718,federal_register,"30-Day Notice of Proposed Information Collection: Technology Security/Clearance Plans, Screening Records, and Non-Disclosure Agreements Pursuant to 22 CFR 126.18 The Department of State has submitted the information collection described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995 we are requesting comments on this collection from all interested individuals and organizations. The purpose of this Notice is to allow 30 days for public comment.",True,161,358,1,Notice,['environment'],[],1,2,1,0,4
2026-06227,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Notice,2026-03-31,"As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA), the Federal Communications Commission (FCC or Commission) invites the general public and other Federal agencies to take this opportunity to comment on the following information collections. Comments are requested concerning: whether the proposed collection of information is necessary for the proper performance of the functions of the Commission, including whether the information shall have practical utility; the accuracy of the Commission's burden estimate; ways to enhance the quality, utility, and clarity of the information collected; ways to minimize the burden of the collection of information on the respondents, including the use of automated collection techniques or other forms of information technology; and ways to further reduce the information collection burden on small business concerns with fewer than 25 employees.",Federal Communications Commission,"[{""raw_name"": ""FEDERAL COMMUNICATIONS COMMISSION"", ""name"": ""Federal Communications Commission"", ""id"": 161, ""url"": ""https://www.federalregister.gov/agencies/federal-communications-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/161"", ""parent_id"": null, ""slug"": ""federal-communications-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06227/information-collection-being-reviewed-by-the-federal-communications-commission-under-delegated,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06227.pdf,https://public-inspection.federalregister.gov/2026-06227.pdf?1774874720,federal_register,"Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA), the Federal Communications Commission (FCC or Commission) invites the general public and other Federal agencies to take this opportunity to comment on the following information collections. Comments are requested concerning: whether the proposed collection of information is necessary for the proper performance of the functions of the Commission, including whether the information shall have practical utility; the accuracy of the Commission's burden estimate; ways to enhance the quality, utility, and clarity of the information collected; ways to minimize the burden of the collection of information on the respondents, including the use of automated collection techniques or other forms of information technology; and ways to further reduce the information collection burden on small business concerns with fewer than 25 employees.",True,104,951,1,Notice,[],[],1,0,2,0,3
2026-06210,"Agency Information Collection Activities: Comment Request; NSF Small Business Innovation Research (SBIR) Program Phase I, NSF Small Business Technology Transfer (STTR) Program Phase I, and NSF SBIR/STTR Fast-Track Pilot Pre-Submission Project Pitch Form",Notice,2026-03-31,"The National Science Foundation (NSF) has submitted the following information collection requirement to OMB for review and clearance under the Paperwork Reduction Act of 1995. This is the second notice for public comment; the first was published in the Federal Register, and no comments were received. NSF is forwarding the proposed submission to the Office of Management and Budget (OMB) for clearance simultaneously with the publication of this second notice.",National Science Foundation,"[{""raw_name"": ""NATIONAL SCIENCE FOUNDATION"", ""name"": ""National Science Foundation"", ""id"": 366, ""url"": ""https://www.federalregister.gov/agencies/national-science-foundation"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/366"", ""parent_id"": null, ""slug"": ""national-science-foundation""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06210/agency-information-collection-activities-comment-request-nsf-small-business-innovation-research-sbir,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06210.pdf,https://public-inspection.federalregister.gov/2026-06210.pdf?1774874718,federal_register,"Agency Information Collection Activities: Comment Request; NSF Small Business Innovation Research (SBIR) Program Phase I, NSF Small Business Technology Transfer (STTR) Program Phase I, and NSF SBIR/STTR Fast-Track Pilot Pre-Submission Project Pitch Form The National Science Foundation (NSF) has submitted the following information collection requirement to OMB for review and clearance under the Paperwork Reduction Act of 1995. This is the second notice for public comment; the first was published in the Federal Register, and no comments were received. NSF is forwarding the proposed submission to the Office of Management and Budget (OMB) for clearance simultaneously with the publication of this second notice.",True,253,461,1,Notice,[],[],1,0,1,0,2
2026-06160,Notice of Open Meeting,Notice,2026-03-31,"In accordance with the requirements of the Federal Advisory Committee Act, the Millennium Challenge Corporation (MCC) Advisory Council was established as a discretionary advisory committee on July 14, 2016. Its charter was most recently renewed for a fourth term on July 2, 2024. The MCC Advisory Council serves MCC solely in an advisory capacity and provides insight regarding innovations in infrastructure, technology, and sustainability; perceived risks and opportunities in MCC partner countries; new financing mechanisms for developing country contexts; and shared value approaches. The MCC Advisory Council provides a platform for systematic engagement with the private sector and other external stakeholders and contributes to MCC's mission--to advance America's economic and strategic interests through results focused foreign assistance.",Millennium Challenge Corporation,"[{""raw_name"": ""Millennium Challenge Corporation"", ""name"": ""Millennium Challenge Corporation"", ""id"": 287, ""url"": ""https://www.federalregister.gov/agencies/millennium-challenge-corporation"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/287"", ""parent_id"": null, ""slug"": ""millennium-challenge-corporation""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06160/notice-of-open-meeting,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06160.pdf,https://public-inspection.federalregister.gov/2026-06160.pdf?1774874713,federal_register,"Notice of Open Meeting In accordance with the requirements of the Federal Advisory Committee Act, the Millennium Challenge Corporation (MCC) Advisory Council was established as a discretionary advisory committee on July 14, 2016. Its charter was most recently renewed for a fourth term on July 2, 2024. The MCC Advisory Council serves MCC solely in an advisory capacity and provides insight regarding innovations in infrastructure, technology, and sustainability; perceived risks and opportunities in MCC partner countries; new financing mechanisms for developing country contexts; and shared value approaches. The MCC Advisory Council provides a platform for systematic engagement with the private sector and other external stakeholders and contributes to MCC's mission--to advance America's economic and strategic interests through results focused foreign assistance.",True,22,846,1,Notice,[],[],1,0,2,0,3
2026-06206,Notice Debarment; Federal E-Rate Program,Notice,2026-03-31,"The Enforcement Bureau (the ""Bureau"") debars Simon Goldbrener from the federal schools and libraries universal service support mechanism (E-Rate program) and all federal universal service support mechanisms for three years.",Federal Communications Commission,"[{""raw_name"": ""FEDERAL COMMUNICATIONS COMMISSION"", ""name"": ""Federal Communications Commission"", ""id"": 161, ""url"": ""https://www.federalregister.gov/agencies/federal-communications-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/161"", ""parent_id"": null, ""slug"": ""federal-communications-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06206/notice-debarment-federal-e-rate-program,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06206.pdf,https://public-inspection.federalregister.gov/2026-06206.pdf?1774874718,federal_register,"Notice Debarment; Federal E-Rate Program The Enforcement Bureau (the ""Bureau"") debars Simon Goldbrener from the federal schools and libraries universal service support mechanism (E-Rate program) and all federal universal service support mechanisms for three years.",True,40,223,1,Notice,[],[],1,0,1,0,2
2026-06178,Fiduciary Duties in Selecting Designated Investment Alternatives,Proposed Rule,2026-03-31,"This document contains a proposed regulation that clarifies, and provides a safe harbor for, a fiduciary's duty of prudence under the Employee Retirement Income Security Act of 1974 (ERISA) in connection with selecting designated investment alternatives for a participant-directed individual account plan, including asset allocation funds that include alternative assets. This proposal implements section 3(c) of President Trump's Executive Order 14330, Democratizing Access to Alternative Assets for 401(k) Investors.","Labor Department, Employee Benefits Security Administration","[{""raw_name"": ""DEPARTMENT OF LABOR"", ""name"": ""Labor Department"", ""id"": 271, ""url"": ""https://www.federalregister.gov/agencies/labor-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/271"", ""parent_id"": null, ""slug"": ""labor-department""}, {""raw_name"": ""Employee Benefits Security Administration"", ""name"": ""Employee Benefits Security Administration"", ""id"": 131, ""url"": ""https://www.federalregister.gov/agencies/employee-benefits-security-administration"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/131"", ""parent_id"": 271, ""slug"": ""employee-benefits-security-administration""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06178/fiduciary-duties-in-selecting-designated-investment-alternatives,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06178.pdf,https://public-inspection.federalregister.gov/2026-06178.pdf?1774901707,federal_register,"Fiduciary Duties in Selecting Designated Investment Alternatives This document contains a proposed regulation that clarifies, and provides a safe harbor for, a fiduciary's duty of prudence under the Employee Retirement Income Security Act of 1974 (ERISA) in connection with selecting designated investment alternatives for a participant-directed individual account plan, including asset allocation funds that include alternative assets. This proposal implements section 3(c) of President Trump's Executive Order 14330, Democratizing Access to Alternative Assets for 401(k) Investors.",True,64,518,2,Proposed Rule,['finance'],[],2,2,2,0,6
2026-06177,Energy Conservation Program: Energy Conservation Standards for Fluorescent Lamp Ballasts,Proposed Rule,2026-03-31,"The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including fluorescent lamp ballasts (""FLBs""). EPCA also requires the U.S. Department of Energy (""DOE"") to periodically review its existing standards to determine whether more-stringent standards would be technologically feasible and economically justified, and would result in significant energy savings. In this notification of proposed determination (""NOPD""), DOE has initially determined that amended energy conservation standards for fluorescent lamp ballasts would not be cost- effective, and therefore, DOE has tentatively determined that energy conservation standards for FLBs should not be amended. DOE requests comment on this proposed determination and the associated analyses and results.",Energy Department,"[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06177/energy-conservation-program-energy-conservation-standards-for-fluorescent-lamp-ballasts,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06177.pdf,https://public-inspection.federalregister.gov/2026-06177.pdf?1774874715,federal_register,"Energy Conservation Program: Energy Conservation Standards for Fluorescent Lamp Ballasts The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including fluorescent lamp ballasts (""FLBs""). EPCA also requires the U.S. Department of Energy (""DOE"") to periodically review its existing standards to determine whether more-stringent standards would be technologically feasible and economically justified, and would result in significant energy savings. In this notification of proposed determination (""NOPD""), DOE has initially determined that amended energy conservation standards for fluorescent lamp ballasts would not be cost- effective, and therefore, DOE has tentatively determined that energy conservation standards for FLBs should not be amended. DOE requests comment on this proposed determination and the associated analyses and results.",True,88,880,1,Proposed Rule,"['energy', 'environment']",[],2,4,2,0,8
2026-06151,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service",Notice,2026-03-31,,Securities and Exchange Commission,"[{""raw_name"": ""SECURITIES AND EXCHANGE COMMISSION"", ""name"": ""Securities and Exchange Commission"", ""id"": 466, ""url"": ""https://www.federalregister.gov/agencies/securities-and-exchange-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/466"", ""parent_id"": null, ""slug"": ""securities-and-exchange-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06151/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06151.pdf,https://public-inspection.federalregister.gov/2026-06151.pdf?1774874712,federal_register,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Introduce an Exchange Clock Service ",False,166,0,1,Notice,[],[],1,0,0,0,1
2026-06204,Commission Information Collection Activities (FERC-725Z) Comment Request; Extension,Notice,2026-03-31,"In compliance with the requirements of the Paperwork Reduction Act of 1995, the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comments on the currently approved information collection, FERC-725Z (Mandatory Reliability Standards: IRO Reliability Standards). There are no changes to the reporting requirements with this information collection. No comments were received on the 60-day notice that ended on March 16, 2026.","Energy Department, Federal Energy Regulatory Commission","[{""raw_name"": ""DEPARTMENT OF ENERGY"", ""name"": ""Energy Department"", ""id"": 136, ""url"": ""https://www.federalregister.gov/agencies/energy-department"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/136"", ""parent_id"": null, ""slug"": ""energy-department""}, {""raw_name"": ""Federal Energy Regulatory Commission"", ""name"": ""Federal Energy Regulatory Commission"", ""id"": 167, ""url"": ""https://www.federalregister.gov/agencies/federal-energy-regulatory-commission"", ""json_url"": ""https://www.federalregister.gov/api/v1/agencies/167"", ""parent_id"": 136, ""slug"": ""federal-energy-regulatory-commission""}]",https://www.federalregister.gov/documents/2026/03/31/2026-06204/commission-information-collection-activities-ferc-725z-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06204.pdf,https://public-inspection.federalregister.gov/2026-06204.pdf?1774874717,federal_register,"Commission Information Collection Activities (FERC-725Z) Comment Request; Extension In compliance with the requirements of the Paperwork Reduction Act of 1995, the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comments on the currently approved information collection, FERC-725Z (Mandatory Reliability Standards: IRO Reliability Standards). There are no changes to the reporting requirements with this information collection. No comments were received on the 60-day notice that ended on March 16, 2026.",True,83,451,2,Notice,"['energy', 'housing']",[],1,5,1,0,7
